City_ID,City,Country,Max Temp,Current Description,Lat,Lng,Hotel Name
544,Nishihara,JP,74.48,broken clouds,26.1842,127.7558,Minshuku Agaihama
550,Itoman,JP,75.22,broken clouds,26.1247,127.6694,Southern Beach Hotel & Resort Okinawa
551,Acapulco,MX,87.62,clear sky,16.8634,-99.8901,HS Hotsson Smart Acapulco
552,Palu,ID,74.1,overcast clouds,-0.8917,119.8707,Hotel Santika Palu
555,Adeje,ES,72.48,few clouds,28.1227,-16.726,Gran Tacande Wellness & Relax
556,Tondano,ID,68.09,overcast clouds,1.3038,124.9112,Villa Bella
557,Bonthe,SL,79.54,broken clouds,7.5264,-12.505,Bonthe Holiday Village
564,Caravelas,BR,72.82,overcast clouds,-17.7125,-39.2481,Pousada dos Navegantes
570,Hobyo,SO,80.26,clear sky,5.3505,48.5268,Halane Hotel and Restaurent
573,Yabelo,ET,61.43,clear sky,4.8833,38.0833,Asnakech W/michael
574,Apodi,BR,89.55,broken clouds,-5.6642,-37.7989,Churrascaria e pousada
579,Bodhan,IN,62.69,broken clouds,18.6667,77.9,Shiva Reddy. A
582,Kolondieba,ML,76.84,overcast clouds,11.0882,-6.8926,Park
583,Primero De Enero,CU,82.02,overcast clouds,21.9469,-78.4283,Motel Dos Palmas (Maria Machete)
584,Ridgecrest,US,59.38,overcast clouds,35.6225,-117.6709,SpringHill Suites by Marriott Ridgecrest
585,Kalemie,CD,69.66,light rain,-5.9475,29.1947,Mahobilali
586,Kuchera,IN,64.65,scattered clouds,26.9839,73.9719,Surendra Java
587,Saint-Georges,GD,85.68,few clouds,12.0564,-61.7485,Radisson Grenada Beach Resort
588,Puerto Carreno,CO,78.78,few clouds,6.189,-67.4859,Casa Hotel Victoria
589,Grand-Lahou,CI,79.03,light rain,5.1367,-5.0242,Hotel Beatitude de Grand Lahou
591,Shimoda,JP,56.68,clear sky,34.6667,138.95,Shimoda Tokyu Hotel
592,Morondava,MG,79.5,scattered clouds,-20.2833,44.2833,La Case Bambou
593,Unai,BR,82.87,broken clouds,-16.3575,-46.9061,Hotel Regente
597,Cabedelo,BR,83.07,broken clouds,-6.9811,-34.8339,Pousada Camboinha
599,Buraydah,SA,63.05,overcast clouds,26.326,43.975,Mövenpick Qassim
602,Alexandria,EG,61.34,clear sky,31.2156,29.9553,فندق قاعود
603,Soufriere,LC,83.86,broken clouds,13.8562,-61.0566,Anse Chastanet Resort
604,Boddam,GB,50.38,overcast clouds,57.4667,-1.7833,Palace Hotel
606,Sabha,LY,68.56,clear sky,27.0377,14.4283,محطة ام الارانب -سبها مواصلات
607,Punta Alta,AR,68.54,light rain,-38.8759,-62.0736,Center Hotel Punta Alta
610,Pemba,MZ,78.71,clear sky,-12.974,40.5178,Guesthouse Samotina
611,Dakar,SN,85.08,clear sky,14.6937,-17.4441,Novotel Dakar
612,Atocha,BO,69.33,broken clouds,-20.9333,-66.2333,ALOJAMIENTO RESTAURANT BARQUITO
614,South Venice,US,72.14,clear sky,27.0531,-82.4243,"Island Sun Inn & Suites - Venice, Florida Historic Downtown & Beach Getaway"
615,Katherine,AU,80.92,overcast clouds,-14.4667,132.2667,Pine Tree Motel
616,Porbandar,IN,76.24,clear sky,21.6422,69.6093,Lords Inn Porbandar
617,Tamboril,DO,83.7,scattered clouds,19.4854,-70.611,Camp David Ranch Restaurant
618,Bairiki,KI,80.6,few clouds,1.3292,172.9752,Tarawa Boutique Hotel
619,Gopalpur,IN,69.64,overcast clouds,19.2667,84.9167,Gopalpur Palm Resort
621,Bambui,BR,82.58,scattered clouds,-20.0064,-45.9769,Paulinelli Palace Hotel
622,Belgrade,RS,52.7,broken clouds,44.804,20.4651,Saruna Wellness - Hotel Park Belgrade
623,Panaba,MX,80.87,overcast clouds,21.2833,-88.2667,Hotel Don Fernando
624,Port Blair,IN,79.65,overcast clouds,11.6667,92.75,"Welcomhotel By ITC Hotels, Port Blair - Premium Hotel Near the Airport | Idyllic Island Experience Vacation"
625,Bilma,NE,71.6,few clouds,18.6853,12.9164,Expeditions Ténére voyages
628,Nanga Eboko,CM,72.05,few clouds,4.6833,12.3667,Motel Papi Palace
629,Vangaindrano,MG,73.27,light rain,-23.35,47.6,Hotel Fanilo
631,Macia,MZ,81.77,overcast clouds,-25.0269,33.0989,Hotel Taskin Macia
634,Loei,TH,63.07,broken clouds,17.4167,101.5,Ban Aloi Resort
636,Awbari,LY,68.25,clear sky,26.5921,12.7805,استراحة الشارب العائلي
638,Port-Gentil,GA,78.76,few clouds,-0.7193,8.7815,Fengshui Residence
639,Marawi,PH,69.44,overcast clouds,7.9986,124.2928,Derogongan Residence
641,Galveston,US,59.18,overcast clouds,29.3669,-94.9669,Crystal Suites
642,Kiunga,PG,72.36,overcast clouds,-6.1219,141.2906,Airport Lodge Kiunga
644,Auki,SB,76.98,scattered clouds,-8.7676,160.7034,Auki Motel
645,Doha,QA,80.91,clear sky,25.2867,51.5333,Mövenpick Doha
647,Apsheronsk,RU,50.76,overcast clouds,44.46,39.73,Profilaktoriy Svetlyy
648,Tamandare,BR,79.05,clear sky,-8.7597,-35.1047,Pousada 100 Passos
652,Humaita,BR,82.33,overcast clouds,-7.5061,-63.0208,Corrêa Hotel
657,Angoche,MZ,79.11,clear sky,-16.2325,39.9086,Guest House HESADA
662,Manakara,MG,74.03,scattered clouds,-22.1333,48.0167,La Residence Manakara
663,Kopong,BW,79.03,clear sky,-24.4833,25.8833,MsLo Kopong residency
664,Santa Marta,CO,87.85,scattered clouds,11.2408,-74.199,Hotel La Ballena Azul
665,Chiang Rai,TH,73.38,clear sky,19.9167,99.9167,Imsuk Homestay at Chiang Rai
668,Mecca,SA,77.25,clear sky,21.4267,39.8261,"Makkah Clock Royal Tower, A Fairmont Hotel"
671,Coahuayana,MX,88.09,clear sky,18.7333,-103.6833,El rranchito michuacan de ocampos
673,Bati,ET,62.85,clear sky,11.1833,40.0167,Adem Endris Home
675,Mount Isa,AU,69.57,clear sky,-20.7333,139.5,ibis Styles Mt Isa Verona
676,San Juan Bautista,PE,85.69,broken clouds,-14.0108,-75.7358,Hotel Las Dunas
678,Ondjiva,AO,84.42,overcast clouds,-17.0667,15.7333,COMBUESA
679,Bandar-E Anzali,IR,60.91,clear sky,37.4727,49.4622,هتل بیاچ
681,Fort-Shevchenko,KZ,50.22,overcast clouds,44.5086,50.263,Oasis hotel Bautino
682,Puri,IN,68.52,overcast clouds,19.8,85.85,OYO 1577 Hotel Shree Hari Grand
685,Yulara,AU,72.48,clear sky,-25.2406,130.9889,Desert Gardens Hotel - Ayers Rock Resort
688,Lazaro Cardenas,MX,84.58,clear sky,17.9583,-102.2,HOTEL QUINTA ANTIGUA
689,Kuala Terengganu,MY,76.95,few clouds,5.3302,103.1408,Hotel Grand Continental Kuala Terengganu (4 Star)
690,Singaraja,ID,79.07,overcast clouds,-8.112,115.0882,Puri Bagus Lovina Resort
